"filename", "language", "Python", "YAML", "Markdown", "MS SQL", "Shell Script", "JSON", "JSON Lines", "Properties", "Docker", "Ini", "XML", "HTML", "Makefile", "JSON with Comments", "comment", "blank", "total"
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/ci/sample.profiles.yml", "YAML", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 37
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/dbt_project.yml", "YAML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/dbt_utils/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 3, 13
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/dbt_utils/dbt_project.yml", "YAML", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/dbt_utils/packages.yml", "YAML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/snowplow/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/snowplow/dbt_project.yml", "YAML", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 80
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/snowplow/models/base_event.sql", "MS SQL", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/snowplow/models/page_views_expected.sql", "MS SQL", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/snowplow/models/sessions_expected.sql", "MS SQL", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/integration_tests/snowplow/packages.yml", "YAML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/cross_db_utils/concat.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/cross_db_utils/current_timestamp.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/cross_db_utils/datatypes.sql", "MS SQL", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/cross_db_utils/dateadd.sql", "MS SQL", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 63
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/cross_db_utils/datediff.sql", "MS SQL", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 108
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/cross_db_utils/split_part.sql", "MS SQL", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 24
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/dbt_utils/sql/get_relations_by_prefix.sql", "MS SQL", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/etc/assert_not_null.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/maintenance_operation.sql", "MS SQL", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 105
"/workspaces/NeuroNews/dbt/dbt_packages/spark_utils/macros/snowplow/convert_timezone.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/dbt_project.yml", "YAML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 57
"/workspaces/NeuroNews/dbt/docker-compose.spark.yml", "YAML", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 101
"/workspaces/NeuroNews/dbt/models/marts/_contracts.yml", "YAML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/workspaces/NeuroNews/dbt/models/marts/agg_daily_metrics.sql", "MS SQL", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 142
"/workspaces/NeuroNews/dbt/models/marts/dim_sources.sql", "MS SQL", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 104
"/workspaces/NeuroNews/dbt/models/marts/fact_articles.sql", "MS SQL", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 40, 202
"/workspaces/NeuroNews/dbt/models/schema.yml", "YAML", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 111
"/workspaces/NeuroNews/dbt/models/semantic/article_metrics.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 12
"/workspaces/NeuroNews/dbt/models/semantic/articles.yml", "YAML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"/workspaces/NeuroNews/dbt/models/semantic/articles_sample.sql", "MS SQL", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 30
"/workspaces/NeuroNews/dbt/models/semantic/metricflow_time_spine.sql", "MS SQL", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"/workspaces/NeuroNews/dbt/models/semantic/metrics.yml", "YAML", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"/workspaces/NeuroNews/dbt/models/semantic/saved_queries.yml", "YAML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/workspaces/NeuroNews/dbt/models/semantic/sources.yml", "YAML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/workspaces/NeuroNews/dbt/models/semantic/sources_sample.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 21
"/workspaces/NeuroNews/dbt/models/semantic/time_spine_schema.yml", "YAML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"/workspaces/NeuroNews/dbt/models/sources/sources.yml", "YAML", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 77
"/workspaces/NeuroNews/dbt/models/staging/stg_articles_enriched.sql", "MS SQL", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 35, 174
"/workspaces/NeuroNews/dbt/models/staging/stg_articles_raw.sql", "MS SQL", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 21, 102
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/.circleci/config.yml", "YAML", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 187
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/.github/FUNDING.yml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/CHANGELOG.md", "Markdown", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 144
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/README.md", "Markdown", 0, 0, 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289, 845
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/dbt_project.yml", "YAML", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/ci/profiles.yml", "YAML", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/dbt_project.yml", "YAML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/docker-compose.yml", "YAML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/docker-start.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/docker-stop.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/docker/hive-site.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 16, 7, 47
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/docker/spark-defaults.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/docker/trino/catalog/memory.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/macros/expression_is_true.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/macros/get_custom_schema.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/macros/get_test_dates.sql", "MS SQL", 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 169
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/dates.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/dim_date.sql", "MS SQL", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/dim_date_fiscal.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/dim_hour.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/dim_week.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/test_dates.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/models/test_dates.yml", "YAML", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 78
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/packages.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/integration_tests/test.sh", "Shell Script", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/_utils/date_spine.sql", "MS SQL", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 78
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/_utils/generate_series.sql", "MS SQL", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 54
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/_utils/modules_datetime.sql", "MS SQL", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/convert_timezone.sql", "MS SQL", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/date_part.sql", "MS SQL", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/day_name.sql", "MS SQL", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 56
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/day_of_month.sql", "MS SQL", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/day_of_week.sql", "MS SQL", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34, 114
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/day_of_year.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/from_unixtimestamp.sql", "MS SQL", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 85
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/iso_week_end.sql", "MS SQL", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/iso_week_of_year.sql", "MS SQL", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 34
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/iso_week_start.sql", "MS SQL", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/last_month.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/last_month_name.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/last_month_number.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/last_week.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/month_name.sql", "MS SQL", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/n_days_ago.sql", "MS SQL", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/n_days_away.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/n_months_ago.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/n_months_away.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/n_weeks_ago.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/n_weeks_away.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/next_month.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/next_month_name.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/next_month_number.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/next_week.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/now.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/periods_since.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/round_timestamp.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/to_unixtimestamp.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/today.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/tomorrow.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/week_end.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/week_of_year.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/week_start.sql", "MS SQL", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 27
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/calendar_date/yesterday.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/fiscal_date/get_fiscal_periods.sql", "MS SQL", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 73
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/fiscal_date/get_fiscal_year_dates.sql", "MS SQL", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 109
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/get_base_dates.sql", "MS SQL", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 92
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/macros/get_date_dimension.sql", "MS SQL", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 133
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_date/packages.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/.circleci/config.yml", "YAML", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 188
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/.github/FUNDING.yml", "YAML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/.github/ISSUE_TEMPLATE/bug_report.md", "Markdown", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/.github/ISSUE_TEMPLATE/feature_request.md", "Markdown", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/.github/pull_request_template.md", "Markdown", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/CHANGELOG.md", "Markdown", 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 344
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/README.md", "Markdown", 0, 0, 910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334, 1244
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/dbt_project.yml", "YAML", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 15
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/docs/catalog.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/docs/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 6, 103
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/docs/manifest.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/docs/run_results.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/ci/profiles.yml", "YAML", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 61
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/dbt_project.yml", "YAML", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/docker-compose.yml", "YAML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/docker-start.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/docker-stop.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/docker/hive-site.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 16, 7, 47
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/docker/spark-defaults.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/workspaces/NeuroNews/dbt/neuro_news/dbt_packages/dbt_expectations/integration_tests/macros/get_custom_schema.sql", "MS SQL", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
